city,country,population,area,pollutant,year,emissions
Oran,Algeria,1332318.687,465,PM10,2015,3.166338682
Algiers,Algeria,4921385.25,1802,PM10,2015,16.89815521
Luanda,Angola,7308152.208,1941,PM10,2015,2.16E-04
Mendoza,Argentina,1139081.554,911,PM10,2015,0
San Miguel de Tucumán,Argentina,1074939.051,1159,PM10,2015,0.075576432
Cordoba,Argentina,1617671.656,1698,PM10,2015,222.9497375
Rosario,Argentina,1336722.5,1444,PM10,2015,165.7992859
Buenos Aires,Argentina,14984068.9,5376,PM10,2015,5.473726749
Yerevan,Armenia,1356806.651,665,PM10,2015,35.4010849
Perth,Australia,1676528.559,2972,PM10,2015,1927.196777
Adelaide,Australia,1384068.224,4026,PM10,2015,8.358462334
Melbourne,Australia,4474593.5,8348,PM10,2015,2.418015003
Sydney,Australia,4404986.392,3881,PM10,2015,0.557696581
Brisbane,Australia,2150602.637,3144,PM10,2015,3.930551052
Vienna,Austria,2381082.929,3104,PM10,2015,49.06671524
Baku,Azerbaijan,2741763.271,1210,PM10,2015,14.19010067
Manama,Bahrain,1369162.169,670,PM10,2015,1.098042965
Rajshahi,Bangladesh,1081657.576,448,PM10,2015,5.043009281
Bogura,Bangladesh,1955452.196,1033,PM10,2015,4.550566673
Sirajganj,Bangladesh,2631728.466,1310,PM10,2015,0.790560246
Tangail,Bangladesh,1485869.019,785,PM10,2015,0.184981138
Mymensingh,Bangladesh,1150722.514,484,PM10,2015,4.407168865
Khulna,Bangladesh,1408217.825,371,PM10,2015,3.264825583
Dhaka,Bangladesh,1721611.743,610,PM10,2015,1.982283592
Dhaka,Bangladesh,3075402.547,1377,PM10,2015,7.647433281
Dhaka,Bangladesh,20392157.11,3268,PM10,2015,42.02129364
Dhaka,Bangladesh,1548886.705,505,PM10,2015,6.554339409
Kishoreganj,Bangladesh,1035698.081,550,PM10,2015,4.301522255
Brahmanbaria,Bangladesh,2480649.068,1121,PM10,2015,25.67621613
Comilla,Bangladesh,8812244.067,4493,PM10,2015,33.5203476
Lakshmipur,Bangladesh,1291110.728,632,PM10,2015,2.446630478
Sylhet,Bangladesh,1390248.898,503,PM10,2015,3.159974813
Chattogram,Bangladesh,5964578.131,1591,PM10,2015,6.414772034
Minsk,Belarus,2137264.685,1582,PM10,2015,160.9339905
Antwerp,Belgium,1817176.415,2393,PM10,2015,34.91902542
Brussels,Belgium,2269665.213,1851,PM10,2015,25.77992058
Liège,Belgium,1129391.829,2710,PM10,2015,16.82392311
Cotonou,Benin,1828526.291,521,PM10,2015,0
El Alto [La Paz],Bolivia,1772263.303,745,PM10,2015,0.106788464
Cochabamba,Bolivia,1227385.363,870,PM10,2015,0.535973728
Santa Cruz de la Sierra,Bolivia,1762054.234,817,PM10,2015,0.126870736
Manaus,Brazil,2080861.009,453,PM10,2015,440.6205444
Belém,Brazil,2174968.088,587,PM10,2015,2.658394575
Goiânia,Brazil,2248199.073,1842,PM10,2015,0.191461936
Ceilândia,Brazil,1973463.719,867,PM10,2015,1.631841302
Porto Alegre,Brazil,2907003.908,1373,PM10,2015,0.001174086
Curitiba,Brazil,3033042.205,1593,PM10,2015,8.226845741
Campinas,Brazil,2509882.224,1571,PM10,2015,1.913546562
São Paulo,Brazil,21684522.82,6077,PM10,2015,61.43868637
São Luís,Brazil,1455771.21,555,PM10,2015,0
Santos,Brazil,1712548.224,722,PM10,2015,1.363253951
Teresina,Brazil,1036955.52,1028,PM10,2015,0.997784674
Belo Horizonte,Brazil,4966926.832,3099,PM10,2015,0.439807385
Rio de Janeiro,Brazil,10814391.23,3598,PM10,2015,12.76078033
Sao Goncalo,Brazil,1998757.606,1215,PM10,2015,0.077996463
Vila Velha,Brazil,1710333.441,911,PM10,2015,4.639187813
Fortaleza,Brazil,3611864.227,1557,PM10,2015,15.98707771
Salvador,Brazil,3252523.078,623,PM10,2015,0.163008973
Maceió,Brazil,1184064.69,682,PM10,2015,0.006355247
Natal,Brazil,1321459.966,694,PM10,2015,240.4524536
Recife,Brazil,3679510.146,1262,PM10,2015,1.768221021
João Pessoa,Brazil,1124050.371,446,PM10,2015,2.865022421
Sofia,Bulgaria,1423934.914,1352,PM10,2015,13.20459366
Ouagadougou,BurkinaFaso,2813684.249,908,PM10,2015,0
Phnom Penh,Cambodia,2140599.395,720,PM10,2015,7.62353611
Douala,Cameroon,3002078.173,360,PM10,2015,0
Yaounde,Cameroon,3547917.376,572,PM10,2015,0
Garoua,Cameroon,1100720.356,91,PM10,2015,0.28396824
Vancouver,Canada,2407755.768,1601,PM10,2015,30.41929817
Calgary,Canada,1382751.206,2051,PM10,2015,102.8251572
Edmonton,Canada,1232005.127,2816,PM10,2015,219.6171265
Toronto,Canada,7278248.435,8223,PM10,2015,4.219677448
Ottawa,Canada,1277528.023,2325,PM10,2015,4.475652218
Montreal,Canada,4089586.487,5027,PM10,2015,80.37494659
Bangui,CentralAfricanRepublic,1048483.327,155,PM10,2015,0
N'Djamena,Chad,1370021.331,258,PM10,2015,0
Viña del Mar [Valparaíso],Chile,1008041.394,788,PM10,2015,0.478855759
Santiago,Chile,7087659.555,2923,PM10,2015,3.869329453
Ürümqi,China,3279549.977,1047,PM10,2015,367.6966248
Xining,China,1414920.697,569,PM10,2015,67.1185379
Lanzhou,China,2585524.218,871,PM10,2015,177.1936035
Yinchuan,China,1704007.098,1012,PM10,2015,16.84069824
Baotou,China,2206063.069,638,PM10,2015,53.91257858
Hohhot,China,2130821.856,856,PM10,2015,73.97092438
Chengdu,China,11749963.15,4034,PM10,2015,34.93976212
Mianyang,China,1129793.163,649,PM10,2015,3.041511297
Baoji,China,1182083.704,693,PM10,2015,18.49347687
Datong,China,1733548.666,827,PM10,2015,15.918396
Kunming,China,3554514.061,1384,PM10,2015,453.8681641
Xi'an,China,6576880.035,2083,PM10,2015,59.50513077
Taiyuan,China,3818782.528,1065,PM10,2015,32.56072617
Chongqing,China,6036834.034,2267,PM10,2015,24.03098488
Beijing,China,21279474.48,5536,PM10,2015,60.30230331
Shijiazhuang,China,4232106.67,1780,PM10,2015,38.712677
Baoding,China,1697773.419,905,PM10,2015,26.74400711
Zunyi,China,1079361.073,511,PM10,2015,4.803460598
Guiyang,China,3244349.999,1223,PM10,2015,18.36497307
Xingtai,China,1111698.43,674,PM10,2015,21.24262619
Luoyang,China,2359897.526,1115,PM10,2015,13.05818558
Jiaozuo,China,1414484.642,843,PM10,2015,17.33161163
Handan,China,1698252.072,856,PM10,2015,11.0660305
Tianjin,China,8317096.114,2413,PM10,2015,41.56775665
Anyang,China,1562152.211,951,PM10,2015,10.74794102
Xinxiang,China,2044707.246,1214,PM10,2015,14.26910305
Tangshan,China,2358087.33,1676,PM10,2015,48.3619194
Zhengzhou,China,5884051.262,2310,PM10,2015,38.37168121
Binhai,China,2004427.099,993,PM10,2015,21.48195839
Nanyang,China,1261384.991,878,PM10,2015,11.07493877
Pingdingshan,China,1018607.284,435,PM10,2015,2.315778494
Harbin,China,4590552.644,1548,PM10,2015,41.67559814
Fancheng,China,1401398.912,930,PM10,2015,13.36336899
Xuchang,China,1021674.003,657,PM10,2015,7.165036678
Yichang,China,1019239.068,639,PM10,2015,0.90752238
Qinhuangdao,China,1044685.585,443,PM10,2015,18.91544342
Jinzhou,China,1171199.295,575,PM10,2015,14.43500805
Luohe,China,1188290.358,852,PM10,2015,10.29876232
Jinan,China,4264024.412,1923,PM10,2015,21.97776985
Changchun,China,3868822.154,1847,PM10,2015,41.78384399
Tai'an,China,1006438.023,562,PM10,2015,4.236813068
Shangqiu,China,1136814.744,1005,PM10,2015,8.872868538
Shenyang,China,6219708.348,2024,PM10,2015,62.86520004
Jining,China,1023093.189,525,PM10,2015,4.677772045
Zibo,China,3699954.753,2900,PM10,2015,24.15939713
Nanning,China,2818094.814,927,PM10,2015,29.7518158
Fushun,China,1470959.826,837,PM10,2015,22.61075211
Anshan,China,1846134.212,759,PM10,2015,12.10114288
Jilin,China,1690756.194,659,PM10,2015,7.623184681
Liuzhou,China,1737108.201,773,PM10,2015,7.471055984
Guilin,China,1311446.362,947,PM10,2015,10.22644424
Shaoyang,China,1000825.594,567,PM10,2015,4.254781246
Weifang,China,1768060.188,1230,PM10,2015,19.26948547
Fuyang,China,1100943.668,783,PM10,2015,5.071622372
Dalian,China,3668893.679,1290,PM10,2015,29.60664558
市中区,China,1670203.656,1572,PM10,2015,12.35175514
Wuhan,China,8534060.737,2682,PM10,2015,15.01238537
Huaibei,China,1220714.564,607,PM10,2015,2.396116495
Xuzhou,China,2483179.901,1607,PM10,2015,9.106719017
Linyi,China,2405441.976,1815,PM10,2015,31.84255409
Changsha,China,3904010.583,1496,PM10,2015,5.496303082
Xiangtan,China,1228014.291,823,PM10,2015,6.121519089
Yulin,China,1285290.544,814,PM10,2015,9.022218704
Zhuzhou,China,1182940.347,521,PM10,2015,1.432281137
Hengyang,China,1340729.874,968,PM10,2015,4.574328423
Yantai,China,2046203.979,1522,PM10,2015,26.57045555
Tianjia‘an,China,1591003.12,895,PM10,2015,2.906124592
Huangshi,China,1403773.443,1089,PM10,2015,4.045647621
Bengbu,China,1195820.092,795,PM10,2015,7.594172001
Qingdao,China,4856058.042,2542,PM10,2015,38.09557724
Huangdao,China,1072374.952,753,PM10,2015,5.415459633
Zhanjiang,China,1204127.266,612,PM10,2015,19.31609154
Hefei,China,4730879.858,2608,PM10,2015,14.79299545
Maoming,China,1031334.507,545,PM10,2015,9.850726128
Haikou,China,1920718.475,701,PM10,2015,16.88751221
Huai'an,China,1577760.994,868,PM10,2015,15.86489391
Nanchang,China,3904839.528,1916,PM10,2015,6.648321152
Nanjing,China,6914261.048,2419,PM10,2015,14.57884216
Guangzhou,China,16746844.15,4413,PM10,2015,64.05901337
Guangzhou,China,4521577.553,2151,PM10,2015,25.99534225
Guangzhou,China,1899221.601,681,PM10,2015,6.541313648
Guangzhou,China,6730966.448,2458,PM10,2015,12.86700726
Guangzhou,China,1393718.24,461,PM10,2015,1.564358354
Guangzhou,China,3492565.579,583,PM10,2015,1.903179049
Guangzhou,China,2113159.851,247,PM10,2015,0.950496197
Guangzhou,China,8742535.916,1573,PM10,2015,5.809775352
Wuhu,China,1311748.67,710,PM10,2015,5.05016613
花都区,China,1053269.073,542,PM10,2015,14.42197514
Yancheng,China,1176341.888,917,PM10,2015,5.198348045
Yangzhou,China,1638366.161,958,PM10,2015,6.691550732
Ganzhou,China,1008165.431,608,PM10,2015,2.18910861
Taizhou,China,1131587.13,867,PM10,2015,5.185960293
Zhongshan,China,1353907.841,577,PM10,2015,7.389404774
Zhuhai,China,1688793.55,815,PM10,2015,9.71512413
Changzhou,China,3486423.012,1506,PM10,2015,8.628038406
Jiangyin,China,1258760.898,735,PM10,2015,2.327311993
Huizhou,China,2079954.49,974,PM10,2015,0.980825841
Suzhou,China,11403059.19,5056,PM10,2015,35.3432312
Zhangjiagang,China,1509729.03,717,PM10,2015,1.71206975
Nantong,China,2162493.146,1483,PM10,2015,6.975594997
Changshu,China,1043190.96,512,PM10,2015,1.704118252
Hangzhou,China,9581083.877,4634,PM10,2015,21.58222198
Shanghai,China,26920218.16,5878,PM10,2015,25.66158485
Jiaxing,China,2487378.094,1515,PM10,2015,6.907655716
Jieyang,China,12657025.21,5922,PM10,2015,21.29565048
Yiwu,China,1706311.138,966,PM10,2015,2.285218239
Yongkang,China,1091385.005,816,PM10,2015,4.857813358
Cixi,China,3230913.083,2155,PM10,2015,7.243115902
Ningbo,China,3737732.228,1653,PM10,2015,5.948246479
Xiamen,China,5142192.429,1702,PM10,2015,4.497596741
Fuzhou,China,4203944.631,1516,PM10,2015,9.124180794
Quanzhou,China,6446306.909,3186,PM10,2015,23.65009117
Wenzhou,China,5211421.132,1415,PM10,2015,8.973948479
Putian,China,1521917.592,1042,PM10,2015,10.25528431
龙港市,China,1419747.227,497,PM10,2015,0.899145484
Yueqing,China,1326399.385,604,PM10,2015,1.556443214
Taizhou,China,3202231.156,1582,PM10,2015,16.00621605
Cali,Colombia,2390801.636,408,PM10,2015,31.19642258
Medellín,Colombia,3610595.164,692,PM10,2015,0.123116747
Bogota,Colombia,9080732.021,1863,PM10,2015,41.18227005
Barranquilla,Colombia,2073296.026,436,PM10,2015,2079.848877
Bucaramanga,Colombia,1054587.122,342,PM10,2015,0.079659067
San José,CostaRica,2565528.864,1801,PM10,2015,1.117849588
Zagreb,Croatia,1032621.705,1571,PM10,2015,31.27688789
Havana,Cuba,2203018.97,976,PM10,2015,472.41922
Prague,CzechRepublic,1879976.611,2897,PM10,2015,74.82933807
Abidjan,CotedIvoire,4649772.031,1082,PM10,2015,0
Kinshasa,DemocraticRepublicoftheCongo,5764312.319,591,PM10,2015,0.786113381
Kananga,DemocraticRepublicoftheCongo,1018036.095,125,PM10,2015,0
Mbuji-Mayi,DemocraticRepublicoftheCongo,3126644.837,213,PM10,2015,0
Lubumbashi,DemocraticRepublicoftheCongo,2303799.003,435,PM10,2015,1.57E-05
Beni,DemocraticRepublicoftheCongo,1512870.289,80,PM10,2015,9.53E-04
Copenhagen,Denmark,1987482.455,3406,PM10,2015,21.90013504
Santo Domingo,DominicanRepublic,4248976.1,1582,PM10,2015,2569.739014
Guayaquil,Ecuador,2857865.396,1016,PM10,2015,1.610866427
Quito,Ecuador,2659133.126,1394,PM10,2015,1746.574829
Alexandria,Egypt,5860478.167,1198,PM10,2015,11.80155373
Faiyum,Egypt,2367343.89,1042,PM10,2015,12.19828701
Tanta,Egypt,1453549.731,442,PM10,2015,7.705562115
Cairo,Egypt,23490198.36,4348,PM10,2015,49.9078331
Al-Minya,Egypt,1441242.928,515,PM10,2015,1.5608778
Mansoura,Egypt,6114874.27,2035,PM10,2015,16.03287888
Al-Zaqaziq‎,Egypt,1199687.437,294,PM10,2015,1.54678452
An Nazlah,Egypt,1674900.693,676,PM10,2015,8.316250801
Asyut,Egypt,2694393.601,924,PM10,2015,9.735180855
Sohag,Egypt,2382149.762,726,PM10,2015,9.318598747
Girga,Egypt,2371731.019,953,PM10,2015,11.82513714
Luxor,Egypt,2468478.111,736,PM10,2015,35.11096954
San Salvador,ElSalvador,2661755.757,2004,PM10,2015,0.032521695
Addis Ababa,Ethiopia,3968807.408,810,PM10,2015,0.200405851
Helsinki,Finland,1409994.036,3066,PM10,2015,1.681226134
Bordeaux,France,1045640.529,2165,PM10,2015,49.31669235
Toulouse,France,1264262.566,3321,PM10,2015,49.37155151
Paris,France,11236407.13,6778,PM10,2015,70.96426392
Lille,France,1205007.577,966,PM10,2015,6.433749199
Lyon,France,2056576.036,3516,PM10,2015,69.009552
Marseille,France,1357310.645,1599,PM10,2015,35.80981445
Nice,France,1206197.92,2109,PM10,2015,28.61399651
Tbilisi,Georgia,1150902.964,321,PM10,2015,3.030402422
Dortmund,Germany,5837624.695,6303,PM10,2015,81.7975235
Dusseldorf,Germany,1003149.106,661,PM10,2015,5.723620415
Cologne,Germany,3178671.816,3263,PM10,2015,30.00338554
Mannheim,Germany,1695402.917,2160,PM10,2015,26.9340229
Frankfurt am Main,Germany,3025700.469,3323,PM10,2015,75.36017609
Stuttgart,Germany,2234166.177,2159,PM10,2015,26.31874084
Hanover,Germany,1111169.521,1883,PM10,2015,21.82124901
Hamburg,Germany,2686299.776,3206,PM10,2015,48.67983627
Nuremberg,Germany,1230838.86,1874,PM10,2015,26.61536217
Munich,Germany,2435209.287,2638,PM10,2015,64.23061371
Berlin,Germany,4290482.744,3572,PM10,2015,38.40882492
Kumasi,Ghana,3234531.771,1029,PM10,2015,0
Accra,Ghana,4786265.398,1934,PM10,2015,0
Thessaloniki,Greece,1041904.908,1107,PM10,2015,11.93361473
Athens,Greece,3747423.879,2246,PM10,2015,47.81098557
Guatemala City,Guatemala,3464817.451,1421,PM10,2015,0
Conakry,Guinea,2533177.458,709,PM10,2015,0.023641156
Port-au-Prince,Haiti,2847436.081,508,PM10,2015,0.276867151
Tegucigalpa,Honduras,1148517.185,862,PM10,2015,0.380622685
Hong Kong,HongKong,5845663.067,684,PM10,2015,0.501977384
Sha Tin,HongKong,1303459.23,282,PM10,2015,0.106693327
Budapest,Hungary,2822154.572,4197,PM10,2015,54.1031189
Srinagar,India,1298095.017,402,PM10,2015,2.291307926
Jammu,India,1155695.869,345,PM10,2015,3.403306961
Rajkot,India,1454166.416,323,PM10,2015,1.200701118
Amritsar,India,1348034.974,431,PM10,2015,3.640847921
Jodhpur,India,1553529.958,408,PM10,2015,5.855967045
Jalandhar,India,1193165.847,369,PM10,2015,2.488701105
Ahmedabad,India,7293273.589,1133,PM10,2015,0.692810833
Ludhiana,India,2130483.697,627,PM10,2015,5.92866087
Surat,India,5704834.35,680,PM10,2015,0.017537549
Vadodara,India,2280235.373,591,PM10,2015,0.010005615
Chandigarh,India,2513988.318,769,PM10,2015,17.70848465
Silvassa,India,1139259.609,374,PM10,2015,30.37973022
Vasai-Virar,India,1487095.458,292,PM10,2015,6.488166809
Mumbai,India,22277275.07,2367,PM10,2015,19.55484009
Jaipur,India,4070557.213,799,PM10,2015,32.7578125
Delhi [New Delhi],India,30076707.75,5569,PM10,2015,25.57041359
Saharanpur,India,1260280.286,225,PM10,2015,2.237801075
Nashik,India,1897850.971,485,PM10,2015,25.21001816
Dehradun,India,1157124.995,284,PM10,2015,2.766362429
Kota,India,1147922.819,287,PM10,2015,19.82109833
Pune,India,7292984.881,1558,PM10,2015,20.25045204
Haridwar,India,1056634.655,361,PM10,2015,7.911852837
Meerut,India,2422104.313,577,PM10,2015,0.182240814
Indore,India,3288988.097,809,PM10,2015,41.08227158
Kolhapur,India,1055484.07,279,PM10,2015,0.04672429
Aligarh,India,1749764.904,338,PM10,2015,0.503652036
Moradabad,India,1842998.238,420,PM10,2015,0.708890736
Agra,India,2737028.22,535,PM10,2015,3.925310135
Aurangabad,India,1861221.885,345,PM10,2015,16.38105965
Sangli,India,1027678.637,225,PM10,2015,0
Gwalior,India,1602739.67,232,PM10,2015,0.268205374
Bareilly,India,1761174.35,294,PM10,2015,12.99337101
Bhopal,India,2239295.73,500,PM10,2015,44.7634697
Mangaluru,India,1574536.591,764,PM10,2015,1.003976226
Solapur,India,1145587.297,280,PM10,2015,1.80866611
Farrukhabad,India,1028592.723,76,PM10,2015,0.970555007
Shahjahanpur,India,1044912.378,218,PM10,2015,0.361917764
Kannur,India,1602872.645,754,PM10,2015,1.673777342
Hardoi,India,1195723.57,52,PM10,2015,0.904379427
Thalassery,India,1480750.513,610,PM10,2015,0
Kozhikode,India,2598494.423,993,PM10,2015,12.42989063
Guruvayur,India,2981880.877,1571,PM10,2015,1.097274423
Malappuram,India,1166411.943,611,PM10,2015,1.574809432
Lakhimpur,India,1001347.212,55,PM10,2015,0.43030417
Kanpur,India,4341524.85,807,PM10,2015,27.83315468
Lucknow,India,5244876.156,1203,PM10,2015,18.25255585
Mysuru,India,1460486.325,377,PM10,2015,0
Kochi,India,4079939.196,2029,PM10,2015,0.088366762
Nagpur,India,3187285.474,835,PM10,2015,440.6957397
Kollam,India,2802508.962,1540,PM10,2015,0.593833029
Jabalpur,India,1706855.623,362,PM10,2015,16.064991
Ettumanoor,India,1314887.258,699,PM10,2015,0
Hyderabad,India,8859344.664,1904,PM10,2015,132.602417
Coimbatore,India,2672462.042,1076,PM10,2015,12.04562759
Bengaluru,India,11934852.47,2054,PM10,2015,7.431660175
Gonda,India,1074099.876,66,PM10,2015,1.271884084
Thiruvananthapuram,India,2850517.817,1078,PM10,2015,0.140249193
Tiruppur,India,1537199.414,569,PM10,2015,5.143098831
Faizabad,India,1955325.891,395,PM10,2015,7.670407295
Sultanpur,India,1243185.486,103,PM10,2015,115.3094788
Erode,India,1582499.266,579,PM10,2015,0
Prayagraj,India,3244738.058,349,PM10,2015,78.37219238
Salem,India,1831357.1,518,PM10,2015,0.82342571
Madurai,India,2033424.922,388,PM10,2015,0.043312613
Gorakhpur,India,2186425.928,506,PM10,2015,0.063257381
Tiruchirappalli,India,1389313.673,404,PM10,2015,5.879425049
Varanasi,India,5147432.437,1417,PM10,2015,0.149804294
Durg,India,1235052.616,331,PM10,2015,405.6749268
Vellore,India,1342765.622,497,PM10,2015,0.508681178
Raipur,India,1590781.072,504,PM10,2015,280.7618408
Bilaspur,India,1010597.507,299,PM10,2015,38.61946869
Kuchai Kot,India,1628994.827,823,PM10,2015,0.063914999
Vijayawada,India,1551704.548,314,PM10,2015,8.92256546
Puducherry,India,1008954.188,274,PM10,2015,0.106348202
Chennai,India,10577189.25,2070,PM10,2015,11.23071861
Muzaffarpur,India,1953556.401,621,PM10,2015,25.57633018
Patna,India,3062410.201,316,PM10,2015,0.86107868
Gaya,India,1042313.279,188,PM10,2015,0.235996574
Visakhapatnam,India,1889151.911,443,PM10,2015,39.06986618
Begusarai,India,1150857.224,249,PM10,2015,0.015935197
Ranchi,India,1789434.178,459,PM10,2015,1.55E-04
Dhanbad,India,2233108.224,755,PM10,2015,0.035177872
Jamshedpur,India,1807392.369,265,PM10,2015,0.620358348
Asansol,India,3483728.879,818,PM10,2015,0.066029713
Bhubaneshwar,India,1156974.193,301,PM10,2015,1.325572968
Berhampore,India,1585052.492,427,PM10,2015,0.03629569
Tamluk,India,2162558.018,900,PM10,2015,9.07761097
Kolkata,India,23129019.57,4586,PM10,2015,20.67066765
Kolkata,India,1506343.549,651,PM10,2015,0.330200583
Guwahati,India,1380917.206,521,PM10,2015,15.59027863
Imphal,India,1102315.384,609,PM10,2015,6.966587543
Medan,Indonesia,4546313.155,1723,PM10,2015,0.002248572
Padang,Indonesia,1034213.236,392,PM10,2015,134.8859406
Pekanbaru,Indonesia,1092048.946,631,PM10,2015,13.26120377
Batam City,Indonesia,1034146.55,331,PM10,2015,25.5313549
Palembang,Indonesia,2010909.398,625,PM10,2015,2.076364756
Bandar Lampung,Indonesia,1373041.538,484,PM10,2015,3.433642626
Jakarta,Indonesia,3777015.477,1298,PM10,2015,1.263217211
Jakarta,Indonesia,29753582.45,5292,PM10,2015,1.900007725
Jakarta,Indonesia,1651451.858,657,PM10,2015,0.109043621
Jakarta,Indonesia,1727806.558,617,PM10,2015,0.020559737
Jakarta,Indonesia,2898313.046,1737,PM10,2015,0.433130115
Bandung,Indonesia,9310750.844,2312,PM10,2015,3.122744799
Garut,Indonesia,2043805.038,710,PM10,2015,13.22546959
Tasikmalaya,Indonesia,2456059.973,1130,PM10,2015,28.19777679
Cirebon,Indonesia,2725179.943,1225,PM10,2015,0.780603111
Tegal,Indonesia,3454395.572,1565,PM10,2015,23.96104431
Purwokerto,Indonesia,3050149.124,1735,PM10,2015,1.406874537
Pekalongan,Indonesia,1530751.901,668,PM10,2015,2.418386936
Temanggung,Indonesia,1017174.152,682,PM10,2015,24.83572388
Semarang,Indonesia,4086893.982,2082,PM10,2015,7.08481884
Yogyakarta,Indonesia,7463686.599,4298,PM10,2015,2.693934917
Magelang,Indonesia,1046216.253,632,PM10,2015,0.971991062
Pati,Indonesia,2363946.103,1420,PM10,2015,14.253829
Madiun,Indonesia,1678612.452,1155,PM10,2015,0.387109369
Jombang,Indonesia,4479675.363,2768,PM10,2015,1.546878338
Mojokerto,Indonesia,1084952.269,606,PM10,2015,1.892114878
Surabaya,Indonesia,10752964.44,4278,PM10,2015,33.38798141
Jember,Indonesia,2041651.872,1290,PM10,2015,0.178519368
Denpasar,Indonesia,2478880.69,1032,PM10,2015,0.265834063
Banjarmasin,Indonesia,1360146.279,706,PM10,2015,1.773736715
Mataram,Indonesia,1287364.873,634,PM10,2015,1385.585083
Samarinda,Indonesia,1114038.753,495,PM10,2015,0.534934461
Makassar,Indonesia,2508648.686,945,PM10,2015,16.47542191
Tabriz,Iran,1839113.717,892,PM10,2015,24.73561668
Kermanshah,Iran,1054613.31,249,PM10,2015,6.335847855
Ahwaz,Iran,1391063.809,588,PM10,2015,1.687426925
Tehran,Iran,13408679.7,3332,PM10,2015,135.4851227
Qom,Iran,1062501.839,260,PM10,2015,9.848869324
Isfahan,Iran,2515160.315,1031,PM10,2015,8.849709511
Shiraz,Iran,1493433.009,578,PM10,2015,1.038328886
Mashhad,Iran,3181980.715,830,PM10,2015,128.0476837
Mosul,Iraq,1218694.949,453,PM10,2015,7.786480427
Erbil,Iraq,1461345.916,725,PM10,2015,28.18479156
Baghdad,Iraq,6245609.021,2252,PM10,2015,103.3972549
Najaf,Iraq,1070856.906,189,PM10,2015,4.854977131
Ad Diwaniyah,Iraq,1068653.113,200,PM10,2015,2.941617727
Basra,Iraq,1620042.708,370,PM10,2015,7.938981056
Dublin,Ireland,1596285.053,2245,PM10,2015,278.7167358
Tel Aviv,Israel,2805937.201,1102,PM10,2015,9.523920059
Turin,Italy,1784834.156,1708,PM10,2015,24.62851715
Milan,Italy,5121995.63,3393,PM10,2015,53.94630051
Rome,Italy,3501925.083,2696,PM10,2015,42.61762619
Naples,Italy,4054332.827,2318,PM10,2015,26.33131599
Kingston,Jamaica,1134768.967,742,PM10,2015,1600.358276
Sapporo,Japan,2222113.479,1544,PM10,2015,31.59680557
Fukuoka,Japan,2998820.908,1938,PM10,2015,14.27498531
Kitakyushu,Japan,1589886.371,1535,PM10,2015,15.4007082
Kumamoto,Japan,1068107.62,1123,PM10,2015,8.423970222
Hiroshima,Japan,1633746.738,1553,PM10,2015,14.46675205
Okayama,Japan,1417356.739,1816,PM10,2015,14.81001091
Osaka [Kyoto],Japan,17621765.59,10090,PM10,2015,92.89572144
Naha,Japan,1160096.73,691,PM10,2015,16.27477837
Nagoya,Japan,9590442.436,7350,PM10,2015,62.4561882
Sendai,Japan,1517061.182,1419,PM10,2015,16.31754875
Takasaki [Maebashi],Japan,2237876.446,2717,PM10,2015,41.420681
Hamamatsu,Japan,1099104.775,1219,PM10,2015,8.172104836
Tokyo,Japan,36471786.91,11971,PM10,2015,158.8326263
Shizuoka,Japan,1153826.266,1120,PM10,2015,11.67238045
Amman,Jordan,4123100.493,1598,PM10,2015,11.40202808
Almaty,Kazakhstan,2043997.183,956,PM10,2015,14.44279575
Nairobi,Kenya,4712493.997,859,PM10,2015,0
Mombasa,Kenya,1104262.8,289,PM10,2015,0
Kuwait City,Kuwait,3631546.888,1147,PM10,2015,24.72973061
Bishkek,Kyrgyzstan,1179392.014,389,PM10,2015,18.28119469
Beirut,Lebanon,2813753.445,868,PM10,2015,6.560996056
Monrovia,Liberia,1482214.912,451,PM10,2015,0
Tripoli,Libya,1525385.722,1222,PM10,2015,6.285320282
Antananarivo,Madagascar,2386441.865,448,PM10,2015,0
Lilongwe,Malawi,1022605.26,338,PM10,2015,0.071058802
Bukit Mertajam,Malaysia,1009439.486,685,PM10,2015,1.121299028
Kuala Lumpur,Malaysia,7481102.847,3314,PM10,2015,11.90378666
Singapore,Malaysia,1858307.146,1307,PM10,2015,70.37563324
Bamako,Mali,3290547.461,700,PM10,2015,0.253097951
Nouakchott,Mauritania,1140832.145,235,PM10,2015,0.005001182
Tijuana,Mexico,1835120.041,621,PM10,2015,12.37563324
Guadalajara,Mexico,5184364.547,1968,PM10,2015,4495.630859
Aguascalientes,Mexico,1058599.667,727,PM10,2015,1815.250732
León,Mexico,1640517.238,759,PM10,2015,1220.666382
Torreon,Mexico,1306482.011,1318,PM10,2015,2137.298096
Querétaro,Mexico,1237258.544,1190,PM10,2015,1944.687622
Ciudad Juárez,Mexico,1365142.878,994,PM10,2015,5279.180176
San Luis Potosí,Mexico,1204447.638,1193,PM10,2015,2329.121582
Toluca,Mexico,2451377.649,2016,PM10,2015,676.9575806
Cuernavaca,Mexico,1158093.309,970,PM10,2015,298.372345
Mexico City,Mexico,21410705.86,4831,PM10,2015,1282.678833
Puebla,Mexico,3431638.48,2350,PM10,2015,5081.688965
Monterrey,Mexico,4521204.929,1849,PM10,2015,2013.016846
